Date,SCHD,SPY,QQQ,TQQQ,TLT,SGOV,IAU
2003-01-29,1229.0440608879444,1447.8622614370374,2334.8426809433518,1198024.23026774,121.96786283506775,639.2047981378911,184.3584440023318
2003-01-30,1208.5468483119353,1413.5408441715867,2274.498446585833,1108072.844725635,122.8772671857159,639.2349019952362,185.85230894215485
2003-01-31,1230.1003714287785,1440.8303265236568,2268.9289444389874,1100004.688211451,123.21318234373871,639.2650072703465,185.58881244937103
2003-02-03,1234.1706108288695,1443.6772399320548,2273.570230992654,1106725.4808106069,123.39284959021433,639.2951139632877,186.68635811020192
2003-02-04,1224.801767550035,1429.445949968167,2245.7191742662762,1066802.5561687606,123.94040903802139,639.3252220741283,190.32355265280893
2003-02-05,1218.431250663003,1420.5715260845154,2235.508176977991,1052408.9871605684,122.87329515940127,639.3548124728554,189.14148266599352
2003-02-06,1214.714354567506,1413.8758772151446,2247.575814040407,1069433.6766048751,123.87026260700902,639.3849233952446,186.29134960596195
2003-02-07,1200.706063227396,1396.6313139368795,2210.4413498555996,1017622.9838225587,124.1510380064724,639.4147761464523,186.20355347188692
2003-02-10,1209.3280277775814,1406.5095839507574,2229.938257655597,1044612.2302055026,123.28061753207,639.4446302914795,183.4348870558781
2003-02-11,1193.7186723466762,1396.7986376893598,2242.0056861302405,1061552.9329798864,123.25252325605776,639.4744858303898,182.90683793217184
2003-02-12,1176.7877420448908,1374.5321449897665,2211.3693568610042,1018896.9815601055,123.68769444243846,639.5046023888908,178.49775959968787
2003-02-13,1180.899994841763,1378.7169737254478,2222.5102384446586,1034274.3697894515,124.36163350279155,639.5347203657547,180.57196760344246
